"county_id"	"county_desc"	"voter_reg_num"	"election_lbl"	"election_desc"	"voting_method"	"voted_party_cd"	"voted_party_desc"	"pct_label"	"pct_description"	"ncid"	"voted_county_id"	"voted_county_desc"	"vtd_label"	"vtd_description"
"48"	"HYDE"	"000000006640"	"03/15/2016"	"03/15/2016 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"ENG"	"ENGELHARD"	"AG22616"	"48"	"HYDE"	"ENG"	"ENG"
"48"	"HYDE"	"000000006640"	"11/06/2018"	"11/06/2018 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"ENG"	"ENGELHARD"	"AG22616"	"48"	"HYDE"	"ENG"	"ENG"
"48"	"HYDE"	"000000006640"	"11/02/2010"	"11/02/2010 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"LL"	"LAKE LANDING"	"AG22616"	"48"	"HYDE"	"LL"	"LL"
"48"	"HYDE"	"000000007879"	"05/08/2012"	"05/08/2012 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"BEADM"	"BEAVER DAM"	"AG23124"	"7"	"BEAUFORT"	"BEADM"	"BEADM"
"48"	"HYDE"	"000000007879"	"11/02/2010"	"11/02/2010 GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"BEADM"	"BEAVER DAM"	"AG23124"	"7"	"BEAUFORT"	"BEADM"	"BEADM"
"48"	"HYDE"	"000000007879"	"05/04/2010"	"05/04/2010 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"BEADM"	"BEAVER DAM"	"AG23124"	"7"	"BEAUFORT"	"BEADM"	"BEADM"
"48"	"HYDE"	"000000007879"	"11/06/2012"	"11/06/2012 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"BEADM"	"BEAVER DAM"	"AG23124"	"7"	"BEAUFORT"	"BEADM"	"BEADM"
"48"	"HYDE"	"000000007879"	"05/06/2014"	"05/06/2014 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"BEADM"	"BEAVER DAM"	"AG23124"	"7"	"BEAUFORT"	"BEADM"	"BEADM"
"48"	"HYDE"	"000000007879"	"11/04/2014"	"11/04/2014 GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"BEADM"	"BEAVER DAM"	"AG23124"	"7"	"BEAUFORT"	"BEADM"	"BEADM"
"48"	"HYDE"	"000000007879"	"07/15/2014"	"07/15/2014 SECOND PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"BEADM"	"BEAVER DAM"	"AG23124"	"7"	"BEAUFORT"	"BEADM"	"BEADM"
"48"	"HYDE"	"000000007879"	"04/30/2019"	"04/30/2019 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"BM"	"BURGESS MILL"	"AG23124"	"48"	"HYDE"	"BM"	"BM"
"48"	"HYDE"	"000000007879"	"11/08/2016"	"11/08/2016 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"BM"	"BURGESS MILL"	"AG23124"	"48"	"HYDE"	"BM"	"BM"
"48"	"HYDE"	"000000007879"	"05/08/2018"	"05/08/2018 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"BM"	"BURGESS MILL"	"AG23124"	"48"	"HYDE"	"BM"	"BM"
"48"	"HYDE"	"000000007879"	"03/03/2020"	"03/03/2020 PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"BM"	"BURGESS MILL"	"AG23124"	"48"	"HYDE"	"BM"	"BM"
"48"	"HYDE"	"000000007879"	"03/15/2016"	"03/15/2016 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"BM"	"BURGESS MILL"	"AG23124"	"48"	"HYDE"	"BM"	"BM"
"48"	"HYDE"	"000000007879"	"11/06/2018"	"11/06/2018 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"BM"	"BURGESS MILL"	"AG23124"	"48"	"HYDE"	"BM"	"BM"
"48"	"HYDE"	"000000007879"	"09/10/2019"	"09/10/2019 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"BM"	"BURGESS MILL"	"AG23124"	"48"	"HYDE"	"BM"	"BM"
"48"	"HYDE"	"000000007907"	"05/08/2012"	"05/08/2012 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"BEADM"	"BEAVER DAM"	"AG23126"	"7"	"BEAUFORT"	"BEADM"	"BEADM"
"48"	"HYDE"	"000000007907"	"05/06/2014"	"05/06/2014 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"BEADM"	"BEAVER DAM"	"AG23126"	"7"	"BEAUFORT"	"BEADM"	"BEADM"
"48"	"HYDE"	"000000007907"	"11/04/2014"	"11/04/2014 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"BEADM"	"BEAVER DAM"	"AG23126"	"7"	"BEAUFORT"	"BEADM"	"BEADM"
"48"	"HYDE"	"000000007907"	"11/06/2012"	"11/06/2012 GENERAL"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"BEADM"	"BEAVER DAM"	"AG23126"	"7"	"BEAUFORT"	"BEADM"	"BEADM"
"48"	"HYDE"	"000000007907"	"11/02/2010"	"11/02/2010 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"BEADM"	"BEAVER DAM"	"AG23126"	"7"	"BEAUFORT"	"BEADM"	"BEADM"
"48"	"HYDE"	"000000007907"	"05/04/2010"	"05/04/2010 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"BEADM"	"BEAVER DAM"	"AG23126"	"7"	"BEAUFORT"	"BEADM"	"BEADM"
"48"	"HYDE"	"000000007907"	"05/08/2018"	"05/08/2018 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"BM"	"BURGESS MILL"	"AG23126"	"48"	"HYDE"	"BM"	"BM"
"48"	"HYDE"	"000000007907"	"11/08/2016"	"11/08/2016 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"BM"	"BURGESS MILL"	"AG23126"	"48"	"HYDE"	"BM"	"BM"
"48"	"HYDE"	"000000007907"	"03/15/2016"	"03/15/2016 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"BM"	"BURGESS MILL"	"AG23126"	"48"	"HYDE"	"BM"	"BM"
"48"	"HYDE"	"000000007907"	"11/06/2018"	"11/06/2018 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"BM"	"BURGESS MILL"	"AG23126"	"48"	"HYDE"	"BM"	"BM"
"48"	"HYDE"	"000000007907"	"03/03/2020"	"03/03/2020 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"BM"	"BURGESS MILL"	"AG23126"	"48"	"HYDE"	"BM"	"BM"
"48"	"HYDE"	"000000006941"	"03/03/2020"	"03/03/2020 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"SQ"	"SWAN QUARTER"	"AG23518"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006941"	"05/06/2014"	"05/06/2014 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"SQ"	"SWAN QUARTER"	"AG23518"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006941"	"11/06/2018"	"11/06/2018 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"SQ"	"SWAN QUARTER"	"AG23518"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006941"	"05/08/2018"	"05/08/2018 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"SQ"	"SWAN QUARTER"	"AG23518"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006941"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"SQ"	"SWAN QUARTER"	"AG23518"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006941"	"11/06/2012"	"11/06/2012 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"SQ"	"SWAN QUARTER"	"AG23518"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006941"	"11/04/2014"	"11/04/2014 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"SQ"	"SWAN QUARTER"	"AG23518"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006941"	"03/15/2016"	"03/15/2016 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"SQ"	"SWAN QUARTER"	"AG23518"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006941"	"11/02/2010"	"11/02/2010 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"SQ"	"SWAN QUARTER"	"AG23518"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006941"	"05/08/2012"	"05/08/2012 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"SQ"	"SWAN QUARTER"	"AG23518"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000007318"	"05/04/2010"	"05/04/2010 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG24825"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000007318"	"11/02/2010"	"11/02/2010 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG24825"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000007318"	"11/06/2018"	"11/06/2018 GENERAL"	"PROVISIONAL"	"DEM"	"DEMOCRATIC"	"OCK"	"OCRACOKE"	"AG24825"	"48"	"HYDE"	"OCK"	"OCK"
"48"	"HYDE"	"000000007318"	"11/06/2012"	"11/06/2012 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"OCK"	"OCRACOKE"	"AG24825"	"48"	"HYDE"	"OCK"	"OCK"
"48"	"HYDE"	"000000007318"	"11/04/2014"	"11/04/2014 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"OCK"	"OCRACOKE"	"AG24825"	"48"	"HYDE"	"OCK"	"OCK"
"48"	"HYDE"	"000000007318"	"05/06/2014"	"05/06/2014 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"OCK"	"OCRACOKE"	"AG24825"	"48"	"HYDE"	"OCK"	"OCK"
"48"	"HYDE"	"000000007318"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"OCK"	"OCRACOKE"	"AG24825"	"48"	"HYDE"	"OCK"	"OCK"
"48"	"HYDE"	"000000006942"	"05/08/2012"	"05/08/2012 PRIMARY"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"SQ"	"SWAN QUARTER"	"AG24867"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006942"	"11/02/2010"	"11/02/2010 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"SQ"	"SWAN QUARTER"	"AG24867"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006942"	"11/06/2012"	"11/06/2012 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"SQ"	"SWAN QUARTER"	"AG24867"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006942"	"11/04/2014"	"11/04/2014 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"SQ"	"SWAN QUARTER"	"AG24867"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006942"	"03/15/2016"	"03/15/2016 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"SQ"	"SWAN QUARTER"	"AG24867"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006942"	"11/06/2018"	"11/06/2018 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"SQ"	"SWAN QUARTER"	"AG24867"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006942"	"09/10/2019"	"09/10/2019 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"SQ"	"SWAN QUARTER"	"AG24867"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006942"	"05/06/2014"	"05/06/2014 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"SQ"	"SWAN QUARTER"	"AG24867"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006942"	"06/07/2016"	"06/07/2016 CONGRESSIONAL PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"SQ"	"SWAN QUARTER"	"AG24867"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006942"	"03/03/2020"	"03/03/2020 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"SQ"	"SWAN QUARTER"	"AG24867"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006942"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"SQ"	"SWAN QUARTER"	"AG24867"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006942"	"07/09/2019"	"07/09/2019 SECOND PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"SQ"	"SWAN QUARTER"	"AG24867"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000006942"	"05/08/2018"	"05/08/2018 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"SQ"	"SWAN QUARTER"	"AG24867"	"48"	"HYDE"	"SQ"	"SQ"
"48"	"HYDE"	"000000007554"	"11/02/2010"	"11/02/2010 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"WDPD"	"WOODARDS POND"	"AG27087"	"7"	"BEAUFORT"	"WDPD"	"WDPD"
"48"	"HYDE"	"000000007554"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE CURBSIDE"	"REP"	"REPUBLICAN"	"LL"	"LAKE LANDING"	"AG27087"	"48"	"HYDE"	"LL"	"LL"
"48"	"HYDE"	"000000007554"	"11/06/2012"	"11/06/2012 GENERAL"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"LL"	"LAKE LANDING"	"AG27087"	"48"	"HYDE"	"LL"	"LL"
"48"	"HYDE"	"000000008253"	"03/15/2016"	"03/15/2016 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2751"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000008253"	"05/08/2012"	"05/08/2012 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2751"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000008253"	"11/05/2013"	"11/05/2013 MUNICIPAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2751"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000008253"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2751"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000008253"	"06/07/2016"	"06/07/2016 CONGRESSIONAL PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2751"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000008253"	"06/22/2010"	"06/22/2010 SECOND PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2751"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000008253"	"11/08/2011"	"11/08/2011 MUNICIPAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2751"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000008253"	"11/04/2014"	"11/04/2014 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2751"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000008253"	"07/15/2014"	"07/15/2014 SECOND PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2751"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000008253"	"05/06/2014"	"05/06/2014 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2751"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000008253"	"11/03/2015"	"11/03/2015 MUNICIPAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2751"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000008253"	"05/04/2010"	"05/04/2010 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2751"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000008253"	"11/06/2012"	"11/06/2012 GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2751"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000008253"	"07/17/2012"	"07/17/2012 SECOND PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2751"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000008253"	"11/02/2010"	"11/02/2010 GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2751"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000008253"	"03/03/2020"	"03/03/2020 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"OCK"	"OCRACOKE"	"AG2751"	"48"	"HYDE"	"OCK"	"OCK"
"48"	"HYDE"	"000000008253"	"11/06/2018"	"11/06/2018 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"OCK"	"OCRACOKE"	"AG2751"	"48"	"HYDE"	"OCK"	"OCK"
"48"	"HYDE"	"000000008253"	"09/10/2019"	"09/10/2019 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"OCK"	"OCRACOKE"	"AG2751"	"48"	"HYDE"	"OCK"	"OCK"
"48"	"HYDE"	"000000008253"	"04/30/2019"	"04/30/2019 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"OCK"	"OCRACOKE"	"AG2751"	"48"	"HYDE"	"OCK"	"OCK"
"48"	"HYDE"	"000000008253"	"05/08/2018"	"05/08/2018 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"OCK"	"OCRACOKE"	"AG2751"	"48"	"HYDE"	"OCK"	"OCK"
"48"	"HYDE"	"000000008254"	"04/30/2019"	"04/30/2019 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"OCK"	"OCRACOKE"	"AG2752"	"48"	"HYDE"	"OCK"	"OCK"
"48"	"HYDE"	"000000008254"	"11/06/2018"	"11/06/2018 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"OCK"	"OCRACOKE"	"AG2752"	"48"	"HYDE"	"OCK"	"OCK"
"48"	"HYDE"	"000000008254"	"09/10/2019"	"09/10/2019 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"OCK"	"OCRACOKE"	"AG2752"	"48"	"HYDE"	"OCK"	"OCK"
"48"	"HYDE"	"000000008254"	"05/08/2018"	"05/08/2018 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"OCK"	"OCRACOKE"	"AG2752"	"48"	"HYDE"	"OCK"	"OCK"
"48"	"HYDE"	"000000008254"	"03/03/2020"	"03/03/2020 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"OCK"	"OCRACOKE"	"AG2752"	"48"	"HYDE"	"OCK"	"OCK"
"48"	"HYDE"	"000000008254"	"03/15/2016"	"03/15/2016 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2752"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
"48"	"HYDE"	"000000008254"	"11/02/2010"	"11/02/2010 GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"WASH2"	"WASHINGTON WARD 2"	"AG2752"	"7"	"BEAUFORT"	"WASH2"	"WASH2"
